Department,Course Number,Course Name,Credits,Semesters Offered,Pre-Requisite(s)
CH,2411,Organic Chemistry Lab I,1.0,"Fall, Summer",(CH 2410(C) or CH 2430(C)) and CH 1122 or (CH 1160 and CH 1161)
CH,2420,Organic Chemistry II,3.0,"Spring, Summer",CH 2410
CH,2421,Organic Chemistry Lab II,2.0,"Spring, Summer",CH 2411 and (CH 2420(C) or CH 2440(C))
CH,2430,Mechanistic Organic Chemistry,3.0,Fall,CH 1160 and CH 1161
CH,2440,Synthetic Organic Chemistry,3.0,Spring,CH 2430
CH,2590,The Chemistry of Color and Art Materials,3.0,Spring,
CH,2710,Introduction in Computational Chemistry and Chemical Informatics,3.0,Spring,CH 1160
CH,2990,Exploring Undergraduate Research in Chemistry,var,"Fall, Spring, Summer",CH 1150(C) and CH 1151(C)
CH,3020,Laboratory Teaching Internship,2.0,"Fall, Spring",
CH,3124,Communication for the Chemical Sciences,3.0,Fall,UN 1015
CH,3130,Professional Development for Chemists 3,1.0,Spring,CH 2130
CH,3200,Chemistry and Biology of Brewing,2.0,Spring,CH 1150 and CH 1151
CH,3310,Analytical Chemistry I,3.0,Fall,CH 1122 or (CH 1160 and CH 1161)
CH,3311,Analytical Chemistry I Lab,2.0,Fall,CH 1122 or (CH 1160 and CH 1161)
CH,3320,Analytical Chemistry II,3.0,Spring,CH 3310 and CH 3510(C)
CH,3321,Analytical Chemistry II Lab,2.0,Spring,CH 3310 and CH 3511(C)
CH,3500,Physical Chemistry for Environmental and Life Sciences,3.0,"Fall, Spring",CH 1160 and CH 1161
CH,3505,Mathematics for Applications in Physical Chemistry,1.0,Summer,CH 1150 and MA 2160
CH,3510,"Physical Chemistry I - Thermodynamics, Equilibrium and Kinetics",3.0,"Fall, Spring, Summer",CH 1122 or (CH 1160 and CH 1161) and MA 2160 and (PH 2200(C) or PH 2260(C))
CH,3511,Physical Chemistry Lab I,2.0,"Fall, Spring",CH 3510(C)
CH,3520,Physical Chemistry II - Molecular Structure,3.0,Spring,CH 1122 or (CH 1160 and CH 1161) and MA 3160 and PH 2200(C)
CH,3521,Physical Chemistry Lab II,2.0,Spring,CH 3520(C)
CH,3540,Biophysical Chemistry,3.0,Spring,BL 1020 or BL 1040 or (BL 1200 and BL 1210) or (BL 1400 and BL 1410) and CH 1122 or (CH 1160 and CH 1161) and MA 2160 and PH 2200
CH,3541,Biophysical Chemistry Laboratory,2.0,Spring,CH 3540(C)
CH,4110,Medicinal Chemistry: Mechanism of Drug Action,3.0,Spring,CH 2410 or CH 2430
CH,4120,Medicinal Chemistry: Drug Design,3.0,Fall,CH 2420 or CH 2440
CH,4130,Professional Development for Chemists 4,2.0,Spring,CH 3130
CH,4140,Introduction to Pharmaceutical Analysis,3.0,Spring,CH 2410 or CH 2430
CH,4210,Instrumental Analysis,3.0,Fall,CH 2212 and CH 2210 and CH 2211 and CH 3510(C) and CH 3511(C)
CH,4211,Instrumental Analysis Lab,2.0,Fall,CH 3510(C) and CH 3511(C) and CH 4210(C) and (CH 2210 and CH 2211 or CH 2212)
CH,4220,Bioanalytical Chemistry,3.0,Fall,CH 1122 or (CH 1160 and CH 1161) and (CH 3510(C) and CH 3511(C))
CH,4221,Bioanalytical Chemistry Lab,2.0,Fall,CH 1122 or (CH 1160 and CH 1161) and (CH 3510(C) and CH 3511(C)) and CH 4220(C)
CH,4240,Advanced Mass Spectrometry,3.0,"Spring, in odd years",CH 4212 or (CH 4210 and CH 4211) or CH 4222 or (CH 4220 and CH 4221)
CH,4241,Advanced Mass Spectrometry Laboratory,1.0,"Spring, in odd years",CH 4212 or (CH 4210 and CH 4211) or CH 4222 or (CH 4220 and CH 4221)
CH,4310,Inorganic Chemistry I,3.0,Fall,CH 3520
CH,4311,Inorganic Chemistry Laboratory,2.0,Fall,CH 4310(C)
CH,4320,Inorganic Chemistry II,3.0,Spring,CH 4310
CH,4330,Bioinorganic Chemistry,3.0,Fall,CH 4710 or BL 3020 or CH 4110
CH,4412,Spectroscopy of Organic Chemistry,3.0,Spring,CH 2420 or CH 2440
CH,4430,Intermediate Organic Chemistry,3.0,Fall,CH 2420 or CH 2440
CH,4440,Molecular Modeling,3.0,Fall,CH 3510 and CH 2510
CH,4515,Atmospheric Chemistry,3.0,Spring,CH 3510 or CH 3520(C) or ENVE 4501 or ENVE 4504 or CEE 4501 or CEE 4504
CH,4535,Physical Chemistry III - Molecular Driving Forces from Fundamentals to Applications,3.0,Spring,CH 3510 and CH 3520
CH,4560,Computational Chemistry,3.0,Fall,CH 3520
CH,4610,Introduction to Polymer Science,3.0,Fall,CH 1122 or (CH 1160 and CH 1161)
CH,4620,Polymer Chemistry,3.0,Fall,CH 2420 or CH 2440
CH,4710,Biomolecular Chemistry I,3.0,Fall,CH 2420 or CH 2440
CH,4720,Biomolecular Chemistry II,3.0,Spring,BL 3020 or CH 4710
CH,4721,Research Methods in Biomolecular Chemistry,3.0,Spring,CH 4710 and CH 4222 or (CH 4220 and CH 4221) or CH 4212 or (CH 4220 and CH 4211) and CH 4720
CH,4800,Current Topics in Undergraduate Chemistry,var,On Demand,
CH,4820,Undergraduate Independent Study in Chemistry,var,On Demand,
CH,4990,Undergraduate Research in Chemistry,var,"Fall, Spring, Summer",
CH,4995,Undergrad Research in Biochem,var,"Fall, Spring, Summer",
CM,1000,Introduction to Chemical Engineering,1.0,Fall,
CM,2110,Material and Energy Balances,3.0,"Fall, Summer",(MA 1160 or MA 1161 or MA 1135 or MA 1121) and (CH 1112 or (CH 1150 and CH 1151))
CM,2200,Intro Minerals and Materials,3.0,Fall,
CM,3025,Bioprocessing Laboratory,1.0,Spring,CH 1112 or (CH 1150 and CH 1151)
CM,3110,Transport Phenomena and Unit Operations I,3.0,"Fall, Spring",CM 2110 and (MA 3520 or MA 3521 or MA 3530 or MA 3560) and MA 3160 and PH 2100
CM,3120,Transport Phenomena and Unit Operations II,3.0,Spring,CM 3110 and CM 3230
CM,3215,Chemical Engineering Fundamentals Laboratory,3.0,"Fall, Spring",CM 3110(C) and UN 1015
CM,3230,Thermodynamics for Chemical Engineers,4.0,"Fall, Spring",CM 2110 and MA 2160 and PH 2100
CM,3240,Stagewise Separation Processes,3.0,"Fall, Spring",CM 3230 and MA 2160
CM,3310,Process Control,4.0,"Fall, Spring",(MA 3520 or MA 3521 or MA 3530 or MA 3560) and PH 2200 and CM 2110
CM,3450,Computer-Aided Problem Solving in Chemical Engineering,3.0,Fall,CM 2110(C) and MA 2160
CM,3510,Chemical Reaction Engineering,3.0,Spring,CM 2110 and CM 3110 and CM 3230 and (MA 3520 or MA 3521 or MA 3530 or MA 3560)
CM,3830,Mineral Processing and Extraction Laboratory,1.0,Spring,CM 2200(C) or CM 2110(C)
CM,3979,Alternative Energy Technologies and Processes,1.0,Fall,
CM,3980,Sustainable Chemical Engineering,1.0,"Fall, Spring",CM 2110 and (MA 3520 or MA 3521 or MA 3530 or MA 3560)
CM,4000,Chemical Engineering Research,var,"Fall, Spring, Summer",
CM,4020,Undergraduate Research in Mineral Processing Engineering,var,"Fall, Spring, Summer",
CM,4040,Undergraduate Research in Biological Engineering,var,"Fall, Spring, Summer",
CM,4060,Undergraduate Research in Polymer Engineering,var,"Fall, Spring, Summer",
CM,4080,Undergraduate Research in BioFuels Engineering,var,"Fall, Spring, Summer",
CM,4110,Unit and Plant Operations Laboratory I,3.0,Fall,CM 3120 and CM 3215 and (CM 3240 or CM 2120) and CM 3310 and CM 3510 and CM 4320(C)
CM,4120,Unit and Plant Operations Laboratory II,3.0,Spring,CM 4110
CM,4320,Chemical Process Safety,2.0,Fall,CM 3120 and CM 3230 and CM 3510
CM,4505,Particle Technology,3.0,"Spring, in odd years",
CM,4510,Interfacial Engineering,3.0,"Spring, in even years",CH 3510 or CM 3230
CM,4610,Introduction to Polymer Science,3.0,Fall,CH 1122 or (CH 1160 and CH 1161)
CM,4620,Polymer Chemistry,3.0,Spring,CH 2420
CM,4710,Biochemical Processes,3.0,"Fall, in odd years",CH 2410
CM,4740,Hydrometallurgy/Pyrometallurgy,4.0,Spring,CH 1150
CM,4780,Biomanufacturing and Biosafety,3.0,"Fall, in even years",BL 3020 or BL 3025 or CH 4710 or CM 4040 or CM 4080 or CM 4710 or (CM 3110(C) and BL 1400) or (CM 3110(C) and BL 1200)
CM,4855,Process Analysis &amp; Design I,3.0,Fall,CM 3120 and CM 3215 and (CM 3240 or CM 2120) and CM 3510 and CH 2410 and CM 3980(C)
CM,4860,Process Analysis &amp; Design II,2.0,Spring,CM 4855 and CM 3980
CM,4861,Capstone Design Project,1.0,Spring,CM 4860(C) and CM 3980
CM,4900,Interdisciplinary Design 1,var,Fall,
CM,4910,Interdisciplinary Design 2,var,Spring,
CM,4990,Special Topics in CM,var,On Demand,
CMG,1000,Introduction to Construction Management,2.0,Fall,
CMG,1200,Introduction to Building Information Modeling,3.0,Spring,
CMG,2110,Building Utility Systems,4.0,"Fall, Spring",PH 1240(C)
CMG,2120,Statics and Strengths of Materials for Construction,4.0,Spring,PH 1110 or PH 1140
CMG,2140,Building Materials &amp; Methods,4.0,Spring,
CMG,2265,Construction Quantity Survey,3.0,Spring,CMG 1000
CMG,3200,Site Planning and Development,4.0,Spring,SU 2000
CMG,3250,Structural Analysis and Design,3.0,Fall,CMG 2120 or ENG 2120 or MEEM 2150
CMG,3265,Construction Cost Estimating,4.0,Spring,CMG 2265 or CEE 3332
CMG,4000,Design-Build Project Delivery,3.0,On Demand,CMG 3200(C)
CMG,4100,Construction Equipment Management,3.0,On Demand,(CMG 3265 or CEE 3332) and EC 3400
CMG,4120,Construction Planning and Scheduling,3.0,Spring,CMG 3265 or CEE 3332
CMG,4200,Construction Contracts,3.0,Fall,BUS 2200 or CEE 3332
CMG,4210,Construction Project Management,4.0,Fall,CMG 4200 or CEE 3332
CMG,4300,Construction Finance and Accounting,3.0,Fall,ACC 2000 or EC 3400 or CEE 3332
CMG,4400,Construction Safety Management,3.0,Fall,
CMG,4800,Sustainable Construction,3.0,Spring,
CMG,4996,Special Topics in Construction Management,var,On Demand,
CMG,4997,Independent Study in Construction Management,var,On Demand,
CS,1000,Explorations in Computing,1.0,Fall,
CS,1090,Special Topics in Computer Science,var,On Demand,
CS,1111,Introduction to Programming in C/C++,3.0,"Fall, Summer",
CS,1121,Introduction to Programming I,3.0,"Fall, Spring, Summer",MA 1031(C) or MA 1032(C) or MA 1120(C)
CS,1122,Introduction to Programming II,3.0,"Fall, Spring, Summer",CS 1121
CS,1131,Accelerated Introduction to Programming,5.0,Fall,MA 1031(C) or MA 1032(C) or MA 1120(C) or MA 1160(C) or MA 1161(C) or MA 1121(C)
CS,1142,Programming at the Hardware Software Interface,3.0,"Fall, Spring, Summer",CS 1122 or CS 1131
CS,2090,Special Topics in Computer Science,var,On Demand,
CS,2311,Discrete Structures,3.0,"Fall, Spring",(CS 1121 or CS 1131) and (MA 1135 or MA 1160 or MA 1161 or MA 1121 or MA 2160)
CS,2321,Data Structures,3.0,"Fall, Spring",CS 1122 or CS 1131
CS,3000,Ethical and Social Aspects of Computing,3.0,"Fall, Spring",CS 3141
CS,3090,Special Topics in Computer Science,var,On Demand,
CS,3141,Team Software Project,3.0,"Fall, Spring",(CS 2311 or MA 3210) and CS 2321
CS,3311,Formal Models of Computation,3.0,"Fall, Spring",CS 2311 or MA 3210
CS,3331,Concurrent Computing,3.0,"Fall, Spring",CS 1142 or (CS 1141 and CS 1040) and (CS 2311 or MA 3210) and CS 2321
CS,3411,Systems Programming,3.0,"Fall, Spring",CS 3421 or EE 3172
CS,3421,Computer Organization,3.0,"Fall, Spring",(CS 1141 and CS 1040) or CS 1142
CS,3425,Introduction to Database Systems,3.0,"Fall, Spring",(CS 2311 or MA 3210) and CS 2321
CS,3712,Software Quality Assurance,3.0,Spring,CS 3141
CS,3760,Front End Development and Accessibility,3.0,Fall,CS 2321
CS,4001,National Cybersecurity Policy and Law,3.0,Fall,
CS,4090,Special Topics in Computer Science,var,On Demand,
CS,4099,Directed Study in Computer Science,var,"Fall, Spring, Summer",
CS,4121,Programming Languages,3.0,"Fall, Spring",CS 2321 and CS 3311 and (CS 3421 or EE 3172)
CS,4130,Compiler Design and Optimization,3.0,"Fall, Spring",CS 4121
CS,4321,Introduction to Algorithms,3.0,"Fall, Spring",(CS 2311 or MA 3210) and CS 2321
CS,4411,Operating Systems,3.0,Spring,CS 3331 and CS 3421
CS,4425,Database Management System Design,3.0,On Demand,CS 3425
CS,4431,Computer Architecture,3.0,"Fall, Spring",CS 3421
CS,4461,Computer Networks,3.0,"Fall, Spring",CS 3411
CS,4471,Computer Security,3.0,Fall,CS 3411 or CS 4411
CS,4611,Computer Graphics,3.0,Fall,(CS 1141 or CS 1142) and CS 2321 and MA 2330
CS,4710,Model-Driven Software Development,3.0,"Fall, Summer",CS 3311 and CS 3141(C)
CS,4711,Software Processes and Management,3.0,Fall,CS 3141
CS,4723,Network Security,3.0,"Spring, Summer",EE 4272 or CS 4461 or SAT 4812
CS,4740,Development of Trusted Software,3.0,Spring,CS 4471
CS,4741,Senior Project in Trusted Software Development,2.0,On Demand,CS 3411 and CS 3712 and SAT 3812
CS,4750,Teaching Methods in Computer Science,3.0,On Demand,ED 4700
CS,4760,User Interface Design and Implementation,3.0,Spring,CS 3141
CS,4770,Software Architecture,3.0,Spring,CS 3425
CS,4791,Senior Software Engineering Project I,3.0,"Fall, Spring",CS 3712 and CS 4760
CS,4792,Senior Software Engineering Project II,3.0,"Fall, Spring",CS 4791
CS,4801,Foundations of Machine Learning,3.0,Fall,DATA 2201 and (MA 2710 or MA 2720 or MA 3710 or MA 3720)
CS,4811,Artificial Intelligence,3.0,"Fall, Spring, Summer",CS 2311 and CS 2321 and (CS 3411 or CS 3421 or CS 3425 or CS 3331) and MA 3720
CS,4821,Data Mining,3.0,Spring,(CS 3425 or MIS 3100 or SAT 3210) and (MA 2330 or MA 2320 or MA 2321) and (MA 2710 or MA 2720 or MA 3710)
DATA,1000,Explorations in Data Science,1.0,Fall,
DATA,1100,Practical Data Science Tools,1.0,Fall,
DATA,1200,Data Science with Python,3.0,Spring,MA 1030(C) or MA 1031(C) or MA 1032(C) or MA 1160(C) or MA 1161(C)
DATA,2201,Foundations of Data Science,3.0,Fall,(DATA 1202 or DATA 1200) and ((CS 1122 or CS 1131) or (CS 2311 and CS 2321)) and (MA 2320(C) or MA 2330(C) or MA 2321(C))
DATA,4991,Data Science Project,3.0,On Demand,
EC,2001,Principles of Economics,3.0,"Fall, Spring, Summer",MA 1020 or MA 1030 or MA 1031 or MA 1032 or MA 1120 or MA 1135(C) or MA 1160(C) or MA 1161(C) or MA 1121(C) or ALEKS Math Placement >= 61 or CEEB Calculus AB >= 2 or CEEB Calculus BC >= 2 or ACT Mathematics >= 22 or SAT MATH SECTION SCORE-M16 >= 540
EC,3002,Microeconomic Theory,3.0,Spring,EC 2001 and (MA 1135 or MA 1160 or MA 1161 or MA 1121)
EC,3003,Macroeconomic Theory,3.0,Fall,EC 2001 and (MA 1135 or MA 1160 or MA 1121 or MA 1161)
EC,3100,International Economics,3.0,"Fall, Spring, Summer",EC 2001
EC,3300,Industrial Organization,3.0,Fall,EC 2001
EC,3400,Economic Decision Analysis,3.0,"Fall, Spring, Summer",
EC,4000,Senior Seminar in Economics,3.0,On Demand,
EC,4050,Game Theory/Strategic Behavior,3.0,"Fall, Spring",
EC,4100,Mathematical Economics,3.0,"Spring, in odd years",EC 2001 and (MA 1160 or MA 1161 or MA 1121 or MA 1135)
EC,4200,Econometrics,3.0,Fall,(EC 2001 or EC 3002 or EC 3003) and (BUS 2100 or MA 2710 or MA 2720 or MA 3710) and (MA 1135 or MA 1160 or MA 1161 or MA 1121)
EC,4400,Banking and Financial Institutions,3.0,Fall,(EC 3003 or FIN 3000)
EC,4500,Public Sector Economics,3.0,On Demand,EC 2001
EC,4620,Energy Economics,3.0,"Fall, in odd years",EC 2001
EC,4630,Mineral Industry Economics,3.0,On Demand,EC 2001
EC,4640,Natural Resource Economics,3.0,Fall,EC 2001 or EC 3002 or FW 4080
EC,4650,Market Failure and the Environment,3.0,"Spring, in odd years",EC 2001 or EC 3002
EC,4710,Labor/Human Resource Economics,3.0,"Spring, in even years",EC 2001
EC,4900,Research,var,On Demand,EC 2001
EC,4990,Special Topics in Economics,var,On Demand,EC 2001
EE,1001,"Introduction to Electrical, Computer, and Robotics Engineering",1.0,Fall,
EE,2112,Electric Circuits and Lab,4.0,"Fall, Spring, Summer",MA 3520 or MA 3521 or MA 3530 or MA 3560
EE,2174,Digital Logic and Lab,4.0,"Fall, Spring, Summer",CS 1121 or CS 1131 or CS 1111
EE,2180,Introduction to Robotics and Lab,3.0,On Demand,(EE 3010(C) or EE 2112(C)) and (MA 2320(C) or MA 2321(C) or MA 2330(C))
EE,2190,Introduction to Photonics,3.0,Spring,MA 3521 and PH 2200(C)
EE,2230,Printed Circuit Seminar Series,3.0,Spring,CH 1150 and CH 1151
EE,2231,Printed Circuit Fabrication,1.0,Spring,
EE,3010,Circuits and Instrumentation for Cyber Physical Systems,3.0,"Fall, Spring, Summer",MA 1121 or MA 1160 or MA 1161
EE,3120,Electric Energy Systems,3.0,"Fall, Spring, Summer",EE 3010 or EE 2112
EE,3131,Electronics,4.0,"Fall, Spring, Summer",EE 2112 or EE 3010
EE,3140,Electromagnetics,3.0,"Fall, Spring",PH 2200 and MA 3160 and (EE 2110 or EE 2112)
EE,3160,Signals and Systems,3.0,"Fall, Spring, Summer",(EE 3010 or EE 2112) and (MA 2320 or MA 2321 or MA 2330) and (MA 3520 or MA 3521 or MA 3530 or MA 3560)
EE,3172,Fundamentals of Computer Organization,3.0,"Fall, Spring",EE 2174 and CS 1142
EE,3174,Introduction to Microcontrollers and Embedded Systems,4.0,"Fall, Spring",EE 2174 and (CS 1111 or CS 1142 or CS 1121 or CS 1131)
EE,3180,Introduction to Probability and Random Signal Analysis,3.0,"Fall, Spring, Summer",EE 3160
EE,3190,Optical Sensing and Imaging,3.0,Fall,MA 3520 or MA 3521 or MA 3530 or MA 3560
EE,3261,Control Systems,3.0,"Fall, Spring",EE 3160
EE,3280,Robot Operating Systems,3.0,Fall,EE 2180 and SAT 2711
EE,3290,"Photonic Material, Devices, and Applications",4.0,Spring,EE 3140 or PH 2400 or EE 2190
EE,3373,Introduction to Programmable Controllers,3.0,"Fall, Summer",EE 2112 or EE 3010
EE,3901,Design Fundamentals,2.0,"Fall, Spring",EE 2112 or (EE 2180 and EE 3010) and UN 1015
EE,4000,Undergraduate Research,var,"Fall, Spring, Summer",
EE,4173,Computer System Engineering and Performance,3.0,"Fall, Spring",EE 3173
EE,4219,Introduction to Electric Machinery and Drives,3.0,Spring,(EE 2112 or EE 3010) and EE 3120
EE,4220,Introduction to Electric Machinery and Drives Laboratory,1.0,Spring,EE 4219(C)
EE,4221,Power System Analysis 1,3.0,Fall,EE 3120 and (EE 2112 or EE 3010)
EE,4222,Power System Analysis 2,3.0,Spring,EE 4221
EE,4226,Power Engineering Laboratory,1.0,"Spring, Summer",EE 4221 and EE 4222(C)
EE,4227,Power Electronics,3.0,"Fall, Summer",EE 3120 and (EE 3130(C) or EE 3131)
EE,4228,Power Electronics Lab,1.0,Fall,EE 4227(C)
EE,4231,Physical Electronics,3.0,"Fall, Spring",EE 3130 or EE 3131
EE,4232,Electronic Applications,3.0,"Fall, Spring",EE 3130 or EE 3131
EE,4235,Sensing and Processing in Robotic Applications,3.0,Fall,EE 2180 and (ENG 1101 or ENG 1101T)
EE,4240,Introduction to MEMS,4.0,Fall,
EE,4250,Modern Communication Systems,3.0,"Fall, Spring, Summer",EE 3160 and EE 3131 and EE 3180
EE,4252,Digital Signal Processing and its Applications,4.0,Fall,EE 3160
EE,4253,Real Time Signal Processing,3.0,Spring,EE 4252
EE,4262,Digital and Non-linear Control,3.0,Spring,EE 3261
EE,4271,VLSI Design,4.0,Fall,EE 3131 and EE 2174
EE,4272,Computer Networks,3.0,"Fall, Spring, Summer",CS 3411
EE,4295,Introduction to Propulsion Systems for Hybrid Electric Vehicles,3.0,Fall,MEEM 2700 or ME 2700 or EE 2112 or Graduate Status >= 1
EE,4296,Experimental Studies in Vehicle Electrification,3.0,"Fall, Spring",
EE,4370,Internet of Things Applications and Design,3.0,"Fall, in odd years",EE 4272
EE,4375,Autonomous Vehicle Design,4.0,Spring,(EE 3261 or MEEM 3750) and EE 3280
EE,4411,Engineering Electromagnetics,3.0,Fall,EE 3140
EE,4490,Laser Systems and Applications,4.0,Fall,EE 3140
EE,4723,Network Security,3.0,Spring,EE 4272 or CS 4461 or SAT 4812
EE,4737,Embedded System Interfacing,4.0,"Spring, Summer",(CS 1111 or CS 1142) and (EE 3171 or EE 3173)
EE,4777,Distributed Additive Manufacturing Using Open-Source 3-D Printing,3.0,"Fall, Summer",
EE,4800,Special Topics in Electrical and Computer Engineering,var,On Demand,
EE,4805,Electrical Engineering Project,var,"Fall, Spring, Summer",
EE,4901,EE Design Project 1,2.0,Fall,(EE 3131 or (EE 3280 and EE 3261(C))) and EE 3901 and (EE 3171(C) or EE 3173(C))
EE,4910,EE Design Project 2,2.0,Spring,EE 4901
EET,1121,Circuits I,3.0,"Fall, Spring",MA 1031 or MA 1032 or MA 1120 or MA 1121(C) or MA 1160(C) or MA 1161(C) or MA 1135(C)
EET,1122,Circuits I Lab,1.0,"Fall, Spring",MA 1031 or MA 1032 or MA 1120 or MA 1121(C) or MA 1160(C) or MA 1161(C) or MA 1135(C)
EET,1411,Basic Electronics,3.0,Spring,MA 1031 or MA 1032 or MA 1120 or MA 1160(C) or MA 1161(C) or MA 1135(C) or MA 1121(C)
EET,2121,Circuits II,3.0,Fall,(EET 1121 and EET 1122) and (MA 1160 or MA 1161)
EET,2122,Circuits II Lab,1.0,Fall,(EET 1121 and EET 1122) and (MA 1160 or MA 1161)
EET,2142,Digital Design and Modeling,3.0,Spring,EET 2411
EET,2150,Applied Mathematics for Engineering Technology,3.0,Spring,MA 2160(C) and EET 1121
EET,2233,Electrical Machinery,4.0,Fall,EET 1121 and EET 1122
EET,2411,Digital Electronics,3.0,Fall,EET 1411 and (MA 1031(C) or MA 1032(C) or MA 1120(C) or MA 1160(C) or MA 1161(C) or MA 1135(C) or MA 1121(C))
EET,3131,Sensors and Instrumentation,3.0,Spring,EET 1411 or EET 2121 or PH 2230 or EE 2111 or EE 3010
EET,3144,Introduction to Industrial Robotics,3.0,"Fall, Summer",
EET,3225,Analog Electronic Circuits,4.0,Fall,EET 2121
EET,3281,Electrical Project Development and Troubleshooting,3.0,Spring,EET 2121 and EET 3225
EET,3373,Introduction to Programmable Controllers,3.0,"Fall, Summer",EET 1411 or EET 2121 or PH 2230 or EE 2112 or EE 3010 or EET 2411 or EE 2174
EET,4144,Real-Time Robotics Systems,4.0,Fall,EET 1411 or EET 2121 or PH 2230 or EE 2111 or EE 3010
EET,4147,Industrial Robotic Vision Systems and Advanced Teach Pendant Programming,4.0,"Spring, Summer",EET 4144
EET,4233,Power Electronics and Drive,3.0,Spring,EET 2233 and EET 3225
EET,4253,Data Acquisition and Signal Processing,3.0,Fall,EET 3131
EET,4311,Control Systems,3.0,"Fall, Summer",MET 2110 and MET 2130 and EET 2150
EET,4373,Advanced Programmable Controllers,4.0,Spring,EET 3373 or EE 3373
EET,4460,Senior Project I,3.0,"Fall, Spring",EET 3131
EET,4480,Senior Project II,3.0,"Fall, Spring",EET 4460
EET,4501,Applied Machine Learning,3.0,Spring,SAT 4310 or SAT 4650 or CS 1121
EET,4707,Autonomous Systems,3.0,"Fall, Spring",(EET 4311 or EET 5311 or MET 4801 or MET 5801) and (CS 1111 or CS 1121 or CS 1131 or SAT 4310 or SAT 4650)
EET,4996,Special Topics in Electrical Engineering Technology,var,On Demand,
EET,4997,Independent Study in Electrical Engineering Technology,var,On Demand,
EET,4998,Undergraduate Research in Electrical Engineering Technology,var,On Demand,
EET,4999,Professional Practice in Electrical Engineering Technology,1.0,"Fall, Spring",
ENG,1002,Introduction to 3-D Spatial Visualization,1.0,"Fall, Spring",
ENG,1101,Engineering Analysis and Problem Solving,3.0,"Fall, Spring, Summer",(MA 1031(C) or MA 1032(C) or MA 1120(C) or MA 1160(C) or MA 1161(C) or MA 1121(C) or MA 2160(C) or MA 3160(C))
ENG,1101T,Transfer Non-Seminar,3.0,On Demand,
ENG,1102,Engineering Modeling and Design,3.0,"Fall, Spring, Summer",(MA 1031 or MA 1032 or MA 1120 or MA 1160(C) or MA 1161(C) or MA 1121(C) or MA 2160(C) or MA 3160(C)) and (ENG 1101 or ENG 1101T or (ENG 1001 and ENG 1100)) and (Spatial Visualization Score >= 19 or ENG 1002)
ENG,1505,Introduction to Systems Engineering,1.0,Spring,
ENG,1885,Discover Engineering Careers,1.0,Spring,
ENG,1990,Special Topics in Engineering,var,On Demand,
ENG,2060,Facilitating Group Learning,1.0,"Fall, Spring",UN 1015
ENG,2120,Statics-Strength of Materials,4.0,"Fall, Spring",MA 2160 and PH 2100 and (ENG 1101 or CS 1111 or CS 1121 or CS 1131)
ENG,2505,Introduction to Low Fidelity Systems Modeling,3.0,Spring,ENG 1505 and (MA 1030 or MA 1031 or MA 1032 or MA 1160 or MA 1161 or MA 1135 or MA 2160(C)) and (ENG 1001 or ENG 1101 or CS 1121 or CS 1131 or MIS 2100 or ENG 1101T)
ENG,2990,Special Topics in Engineering,var,On Demand,
ENG,3060,Developing Mentoring Skills,1.0,On Demand,
ENG,3505,Practicum in Systems Thinking and Systems Modeling,1.0,Fall,ENG 1505 and ENG 2505
ENG,3525,Design for Sustainability,3.0,Spring,ENG 2120 or MEEM 2110 or MET 2110 or BE 3300
ENG,3830,Engineering Professional Practice,1.0,On Demand,ENG 1101 or ENG 1101T or (ENG 1001 and ENG 1100) and ENG 1102 and ENG 2120 or (MEEM 2110 and MEEM 2150) and (ENG 3200 or CEE 3200) or (MEEM 2201 and MEEM 3201) and (EE 3010 or EE 2112) and (CEE 3101 or CS 1121 or ENG 2505 or GE 2300 or MSE 2100) and (CEE 3332 or GE 3880 or MEEM 3600)
ENG,3990,Special Topics in Engineering,var,On Demand,
ENG,4060,Leadership in Group Environments,1.0,On Demand,
ENG,4070,Peer Mentoring Practicum,3.0,On Demand,ENG 3060
ENG,4300,Project Management,3.0,"Fall, Spring, Summer",BUS 2100 or CEE 3710 or MA 2720 or MA 3710 or EE 3180 or BE 2110 or MA 2710 or PSY 2720
ENG,4505,"Systems Analysis, Modeling, and Design",3.0,Fall,ENG 2505 and ENG 3505(C)
ENG,4515,Introduction to Sustainability and Resilience,3.0,Fall,
ENG,4525,Systems Analysis for Sustainability and Resilience,3.0,Spring,
ENG,4900,Multidisciplinary Senior Design Project I,var,On Demand,
ENG,4905,Senior Engineering Design Project,3.0,On Demand,ENG 2120 or (MEEM 2110 and MEEM 2150) and (ENG 3200 or CEE 3200) or (MEEM 2201 and MEEM 3201) and (EE 3010 or EE 2112) and (CEE 3101 or CS 1121 or ENG 2505 or GE 2300 or MSE 2100) and (CEE 3332 or GE 3850 or MEEM 3600 and ENG 3830(C) or (ENG 3505 and ENG 4505))
ENG,4910,Multidisciplinary Senior Design Project II,var,On Demand,ENG 4900
ENG,4990,Special Topics in Engineering,var,On Demand,
ENT,1900,Enterprise Explorations,1.0,Fall,
ENT,1960,Enterprise Orientation-Spring,1.0,"Fall, Spring, Summer",
ENT,2950,Enterprise Project Work I,1.0,"Fall, Spring, Summer",
ENT,2960,Enterprise Project Work II,1.0,"Fall, Spring, Summer",
ENT,2961,Teaming in the Enterprise,2.0,Fall,
ENT,2962,Communication Contexts,1.0,"Fall, Spring, Summer",
ENT,3950,Enterprise Project Work III,1.0,"Fall, Spring, Summer",
