Department,Course Number,Course Name,Credits,Semesters Offered,Pre-Requisite(s)
CH,3321,Analytical Chemistry II Lab,2.0,Spring,CH3310 and CH3511(C)
CH,3500,Physical Chemistry for Environmental and Life Sciences,3.0,"Fall, Spring",CH1160 and CH1161
CH,3505,Mathematics for Applications in Physical Chemistry,1.0,Summer,CH1150 and MA2160
CH,3510,"Physical Chemistry I - Thermodynamics, Equilibrium and Kinetics",3.0,"Fall, Spring, Summer",CH1122 or (CH1160 and CH1161) and MA2160 and (PH2200(C) or PH2260(C))
CH,3511,Physical Chemistry Lab I,2.0,"Fall, Spring",CH3510(C)
CH,3520,Physical Chemistry II - Molecular Structure,3.0,Spring,CH1122 or (CH1160 and CH1161) and MA3160 and PH2200(C)
CH,3521,Physical Chemistry Lab II,2.0,Spring,CH3520(C)
CH,3540,Biophysical Chemistry,3.0,Spring,BL1020 or BL1040 or (BL1200 and BL1210) or (BL1400 and BL1410) and CH1122 or (CH1160 and CH1161) and MA2160 and PH2200
CH,3541,Biophysical Chemistry Laboratory,2.0,Spring,CH3540(C)
CH,4110,Medicinal Chemistry: Mechanism of Drug Action,3.0,Spring,CH2410 or CH2430
CH,4120,Medicinal Chemistry: Drug Design,3.0,Fall,CH2420 or CH2440
CH,4130,Professional Development for Chemists 4,2.0,Spring,CH3130
CH,4140,Introduction to Pharmaceutical Analysis,3.0,Spring,CH2410 or CH2430
CH,4210,Instrumental Analysis,3.0,Fall,CH2212 and CH2210 and CH2211 and CH3510(C) and CH3511(C)
CH,4211,Instrumental Analysis Lab,2.0,Fall,CH3510(C) and CH3511(C) and CH4210(C) and (CH2210 and CH2211 or CH2212)
CH,4220,Bioanalytical Chemistry,3.0,Fall,CH1122 or (CH1160 and CH1161) and (CH3510(C) and CH3511(C))
CH,4221,Bioanalytical Chemistry Lab,2.0,Fall,CH1122 or (CH1160 and CH1161) and (CH3510(C) and CH3511(C)) and CH4220(C)
CH,4240,Advanced Mass Spectrometry,3.0,"Spring, in odd years",CH4212 or (CH4210 and CH4211) or CH4222 or (CH4220 and CH4221)
CH,4241,Advanced Mass Spectrometry Laboratory,1.0,"Spring, in odd years",CH4212 or (CH4210 and CH4211) or CH4222 or (CH4220 and CH4221)
CH,4310,Inorganic Chemistry I,3.0,Fall,CH3520
CH,4311,Inorganic Chemistry Laboratory,2.0,Fall,CH4310(C)
CH,4320,Inorganic Chemistry II,3.0,Spring,CH4310
CH,4330,Bioinorganic Chemistry,3.0,Fall,CH4710 or BL3020 or CH4110
CH,4412,Spectroscopy of Organic Chemistry,3.0,Spring,CH2420 or CH2440
CH,4430,Intermediate Organic Chemistry,3.0,Fall,CH2420 or CH2440
CH,4440,Molecular Modeling,3.0,Fall,CH3510 and CH2510
CH,4515,Atmospheric Chemistry,3.0,Spring,CH3510 or CH3520(C) or ENVE4501 or ENVE4504 or CEE4501 or CEE4504
CH,4535,Physical Chemistry III - Molecular Driving Forces from Fundamentals to Applications,3.0,Spring,CH3510 and CH3520
CH,4560,Computational Chemistry,3.0,Fall,CH3520
CH,4610,Introduction to Polymer Science,3.0,Fall,CH1122 or (CH1160 and CH1161)
CH,4620,Polymer Chemistry,3.0,Fall,CH2420 or CH2440
CH,4710,Biomolecular Chemistry I,3.0,Fall,CH2420 or CH2440
CH,4720,Biomolecular Chemistry II,3.0,Spring,BL3020 or CH4710
CH,4721,Research Methods in Biomolecular Chemistry,3.0,Spring,CH4710 and CH4222 or (CH4220 and CH4221) or CH4212 or (CH4220 and CH4211) and CH4720
CH,4800,Current Topics in Undergraduate Chemistry,var,On Demand,
CH,4820,Undergraduate Independent Study in Chemistry,var,On Demand,
CH,4990,Undergraduate Research in Chemistry,var,"Fall, Spring, Summer",
CH,4995,Undergrad Research in Biochem,var,"Fall, Spring, Summer",
CM,1000,Introduction to Chemical Engineering,1.0,Fall,
CM,2110,Material and Energy Balances,3.0,"Fall, Summer",(MA1160 or MA1161 or MA1135 or MA1121) and (CH1112 or (CH1150 and CH1151))
CM,2200,Intro Minerals and Materials,3.0,Fall,
CM,3025,Bioprocessing Laboratory,1.0,Spring,CH1112 or (CH1150 and CH1151)
CM,3110,Transport Phenomena and Unit Operations I,3.0,"Fall, Spring",CM2110 and (MA3520 or MA3521 or MA3530 or MA3560) and MA3160 and PH2100
CM,3120,Transport Phenomena and Unit Operations II,3.0,Spring,CM3110 and CM3230
CM,3215,Chemical Engineering Fundamentals Laboratory,3.0,"Fall, Spring",CM3110(C) and UN1015
CM,3230,Thermodynamics for Chemical Engineers,4.0,"Fall, Spring",CM2110 and MA2160 and PH2100
CM,3240,Stagewise Separation Processes,3.0,"Fall, Spring",CM3230 and MA2160
CM,3310,Process Control,4.0,"Fall, Spring",(MA3520 or MA3521 or MA3530 or MA3560) and PH2200 and CM2110
CM,3450,Computer-Aided Problem Solving in Chemical Engineering,3.0,Fall,CM2110(C) and MA2160
CM,3510,Chemical Reaction Engineering,3.0,Spring,CM2110 and CM3110 and CM3230 and (MA3520 or MA3521 or MA3530 or MA3560)
CM,3830,Mineral Processing and Extraction Laboratory,1.0,Spring,CM2200(C) or CM2110(C)
CM,3979,Alternative Energy Technologies and Processes,1.0,Fall,
CM,3980,Sustainable Chemical Engineering,1.0,"Fall, Spring",CM2110 and (MA3520 or MA3521 or MA3530 or MA3560)
CM,4000,Chemical Engineering Research,var,"Fall, Spring, Summer",
CM,4020,Undergraduate Research in Mineral Processing Engineering,var,"Fall, Spring, Summer",
CM,4040,Undergraduate Research in Biological Engineering,var,"Fall, Spring, Summer",
CM,4060,Undergraduate Research in Polymer Engineering,var,"Fall, Spring, Summer",
CM,4080,Undergraduate Research in BioFuels Engineering,var,"Fall, Spring, Summer",
CM,4110,Unit and Plant Operations Laboratory I,3.0,Fall,CM3120 and CM3215 and (CM3240 or CM2120) and CM3310 and CM3510 and CM4320(C)
CM,4120,Unit and Plant Operations Laboratory II,3.0,Spring,CM4110
CM,4320,Chemical Process Safety,2.0,Fall,CM3120 and CM3230 and CM3510
CM,4505,Particle Technology,3.0,"Spring, in odd years",
CM,4510,Interfacial Engineering,3.0,"Spring, in even years",CH3510 or CM3230
CM,4610,Introduction to Polymer Science,3.0,Fall,CH1122 or (CH1160 and CH1161)
CM,4620,Polymer Chemistry,3.0,Spring,CH2420
CM,4710,Biochemical Processes,3.0,"Fall, in odd years",CH2410
CM,4740,Hydrometallurgy/Pyrometallurgy,4.0,Spring,CH1150
CM,4780,Biomanufacturing and Biosafety,3.0,"Fall, in even years",BL3020 or BL3025 or CH4710 or CM4040 or CM4080 or CM4710 or (CM3110(C) and BL1400) or (CM3110(C) and BL1200)
CM,4855,Process Analysis &amp; Design I,3.0,Fall,CM3120 and CM3215 and (CM3240 or CM2120) and CM3510 and CH2410 and CM3980(C)
CM,4860,Process Analysis &amp; Design II,2.0,Spring,CM4855 and CM3980
CM,4861,Capstone Design Project,1.0,Spring,CM4860(C) and CM3980
CM,4900,Interdisciplinary Design 1,var,Fall,
CM,4910,Interdisciplinary Design 2,var,Spring,
CM,4990,Special Topics in CM,var,On Demand,
CMG,1000,Introduction to Construction Management,2.0,Fall,
CMG,1200,Introduction to Building Information Modeling,3.0,Spring,
CMG,2110,Building Utility Systems,4.0,"Fall, Spring",PH1240(C)
CMG,2120,Statics and Strengths of Materials for Construction,4.0,Spring,PH1110 or PH1140
CMG,2140,Building Materials &amp; Methods,4.0,Spring,
CMG,2265,Construction Quantity Survey,3.0,Spring,CMG1000
CMG,3200,Site Planning and Development,4.0,Spring,SU2000
CMG,3250,Structural Analysis and Design,3.0,Fall,CMG2120 or ENG2120 or MEEM2150
CMG,3265,Construction Cost Estimating,4.0,Spring,CMG2265 or CEE3332
CMG,4000,Design-Build Project Delivery,3.0,On Demand,CMG3200(C)
CMG,4100,Construction Equipment Management,3.0,On Demand,(CMG3265 or CEE3332) and EC3400
CMG,4120,Construction Planning and Scheduling,3.0,Spring,CMG3265 or CEE3332
CMG,4200,Construction Contracts,3.0,Fall,BUS2200 or CEE3332
CMG,4210,Construction Project Management,4.0,Fall,CMG4200 or CEE3332
CMG,4300,Construction Finance and Accounting,3.0,Fall,ACC2000 or EC3400 or CEE3332
CMG,4400,Construction Safety Management,3.0,Fall,
CMG,4800,Sustainable Construction,3.0,Spring,
CMG,4996,Special Topics in Construction Management,var,On Demand,
CMG,4997,Independent Study in Construction Management,var,On Demand,
CS,1000,Explorations in Computing,1.0,Fall,
CS,1090,Special Topics in Computer Science,var,On Demand,
CS,1111,Introduction to Programming in C/C++,3.0,"Fall, Summer",
CS,1121,Introduction to Programming I,3.0,"Fall, Spring, Summer",MA1031(C) or MA1032(C) or MA1120(C)
CS,1122,Introduction to Programming II,3.0,"Fall, Spring, Summer",CS1121
CS,1131,Accelerated Introduction to Programming,5.0,Fall,MA1031(C) or MA1032(C) or MA1120(C) or MA1160(C) or MA1161(C) or MA1121(C)
CS,1142,Programming at the Hardware Software Interface,3.0,"Fall, Spring, Summer",CS1122 or CS1131
CS,2090,Special Topics in Computer Science,var,On Demand,
CS,2311,Discrete Structures,3.0,"Fall, Spring",(CS1121 or CS1131) and (MA1135 or MA1160 or MA1161 or MA1121 or MA2160)
CS,2321,Data Structures,3.0,"Fall, Spring",CS1122 or CS1131
CS,3000,Ethical and Social Aspects of Computing,3.0,"Fall, Spring",CS3141
CS,3090,Special Topics in Computer Science,var,On Demand,
CS,3141,Team Software Project,3.0,"Fall, Spring",(CS2311 or MA3210) and CS2321
CS,3311,Formal Models of Computation,3.0,"Fall, Spring",CS2311 or MA3210
CS,3331,Concurrent Computing,3.0,"Fall, Spring",CS1142 or (CS1141 and CS1040) and (CS2311 or MA3210) and CS2321
CS,3411,Systems Programming,3.0,"Fall, Spring",CS3421 or EE3172
CS,3421,Computer Organization,3.0,"Fall, Spring",(CS1141 and CS1040) or CS1142
CS,3425,Introduction to Database Systems,3.0,"Fall, Spring",(CS2311 or MA3210) and CS2321
CS,3712,Software Quality Assurance,3.0,Spring,CS3141
CS,3760,Front End Development and Accessibility,3.0,Fall,CS2321
CS,4001,National Cybersecurity Policy and Law,3.0,Fall,
CS,4090,Special Topics in Computer Science,var,On Demand,
CS,4099,Directed Study in Computer Science,var,"Fall, Spring, Summer",
CS,4121,Programming Languages,3.0,"Fall, Spring",CS2321 and CS3311 and (CS3421 or EE3172)
CS,4130,Compiler Design and Optimization,3.0,"Fall, Spring",CS4121
CS,4321,Introduction to Algorithms,3.0,"Fall, Spring",(CS2311 or MA3210) and CS2321
CS,4411,Operating Systems,3.0,Spring,CS3331 and CS3421
CS,4425,Database Management System Design,3.0,On Demand,CS3425
CS,4431,Computer Architecture,3.0,"Fall, Spring",CS3421
CS,4461,Computer Networks,3.0,"Fall, Spring",CS3411
CS,4471,Computer Security,3.0,Fall,CS3411 or CS4411
CS,4611,Computer Graphics,3.0,Fall,(CS1141 or CS1142) and CS2321 and MA2330
CS,4710,Model-Driven Software Development,3.0,"Fall, Summer",CS3311 and CS3141(C)
CS,4711,Software Processes and Management,3.0,Fall,CS3141
CS,4723,Network Security,3.0,"Spring, Summer",EE4272 or CS4461 or SAT4812
CS,4740,Development of Trusted Software,3.0,Spring,CS4471
CS,4741,Senior Project in Trusted Software Development,2.0,On Demand,CS3411 and CS3712 and SAT3812
CS,4750,Teaching Methods in Computer Science,3.0,On Demand,ED4700
CS,4760,User Interface Design and Implementation,3.0,Spring,CS3141
CS,4770,Software Architecture,3.0,Spring,CS3425
CS,4791,Senior Software Engineering Project I,3.0,"Fall, Spring",CS3712 and CS4760
CS,4792,Senior Software Engineering Project II,3.0,"Fall, Spring",CS4791
CS,4801,Foundations of Machine Learning,3.0,Fall,DATA2201 and (MA2710 or MA2720 or MA3710 or MA3720)
CS,4811,Artificial Intelligence,3.0,"Fall, Spring, Summer",CS2311 and CS2321 and (CS3411 or CS3421 or CS3425 or CS3331) and MA3720
CS,4821,Data Mining,3.0,Spring,(CS3425 or MIS3100 or SAT3210) and (MA2330 or MA2320 or MA2321) and (MA2710 or MA2720 or MA3710)
DATA,1000,Explorations in Data Science,1.0,Fall,
DATA,1100,Practical Data Science Tools,1.0,Fall,
DATA,1200,Data Science with Python,3.0,Spring,MA1030(C) or MA1031(C) or MA1032(C) or MA1160(C) or MA1161(C)
DATA,2201,Foundations of Data Science,3.0,Fall,(DATA1202 or DATA1200) and ((CS1122 or CS1131) or (CS2311 and CS2321)) and (MA2320(C) or MA2330(C) or MA2321(C))
DATA,4991,Data Science Project,3.0,On Demand,
EC,2001,Principles of Economics,3.0,"Fall, Spring, Summer",MA1020 or MA1030 or MA1031 or MA1032 or MA1120 or MA1135(C) or MA1160(C) or MA1161(C) or MA1121(C) or ALEKS Math Placement >= 61 or CEEB Calculus AB >= 2 or CEEB Calculus BC >= 2 or ACT Mathematics >= 22 or SAT MATH SECTION SCORE-M16 >= 540
EC,3002,Microeconomic Theory,3.0,Spring,EC2001 and (MA1135 or MA1160 or MA1161 or MA1121)
EC,3003,Macroeconomic Theory,3.0,Fall,EC2001 and (MA1135 or MA1160 or MA1121 or MA1161)
EC,3100,International Economics,3.0,"Fall, Spring, Summer",EC2001
EC,3300,Industrial Organization,3.0,Fall,EC2001
EC,3400,Economic Decision Analysis,3.0,"Fall, Spring, Summer",
EC,4000,Senior Seminar in Economics,3.0,On Demand,
EC,4050,Game Theory/Strategic Behavior,3.0,"Fall, Spring",
EC,4100,Mathematical Economics,3.0,"Spring, in odd years",EC2001 and (MA1160 or MA1161 or MA1121 or MA1135)
EC,4200,Econometrics,3.0,Fall,(EC2001 or EC3002 or EC3003) and (BUS2100 or MA2710 or MA2720 or MA3710) and (MA1135 or MA1160 or MA1161 or MA1121)
EC,4400,Banking and Financial Institutions,3.0,Fall,(EC3003 or FIN3000)
EC,4500,Public Sector Economics,3.0,On Demand,EC2001
EC,4620,Energy Economics,3.0,"Fall, in odd years",EC2001
EC,4630,Mineral Industry Economics,3.0,On Demand,EC2001
EC,4640,Natural Resource Economics,3.0,Fall,EC2001 or EC3002 or FW4080
EC,4650,Market Failure and the Environment,3.0,"Spring, in odd years",EC2001 or EC3002
EC,4710,Labor/Human Resource Economics,3.0,"Spring, in even years",EC2001
EC,4900,Research,var,On Demand,EC2001
EC,4990,Special Topics in Economics,var,On Demand,EC2001
EE,1001,"Introduction to Electrical, Computer, and Robotics Engineering",1.0,Fall,
EE,2112,Electric Circuits and Lab,4.0,"Fall, Spring, Summer",MA3520 or MA3521 or MA3530 or MA3560
EE,2174,Digital Logic and Lab,4.0,"Fall, Spring, Summer",CS1121 or CS1131 or CS1111
EE,2180,Introduction to Robotics and Lab,3.0,On Demand,(EE3010(C) or EE2112(C)) and (MA2320(C) or MA2321(C) or MA2330(C))
EE,2190,Introduction to Photonics,3.0,Spring,MA3521 and PH2200(C)
EE,2230,Printed Circuit Seminar Series,3.0,Spring,CH1150 and CH1151
EE,2231,Printed Circuit Fabrication,1.0,Spring,
EE,3010,Circuits and Instrumentation for Cyber Physical Systems,3.0,"Fall, Spring, Summer",MA1121 or MA1160 or MA1161
EE,3120,Electric Energy Systems,3.0,"Fall, Spring, Summer",EE3010 or EE2112
EE,3131,Electronics,4.0,"Fall, Spring, Summer",EE2112 or EE3010
EE,3140,Electromagnetics,3.0,"Fall, Spring",PH2200 and MA3160 and (EE2110 or EE2112)
EE,3160,Signals and Systems,3.0,"Fall, Spring, Summer",(EE3010 or EE2112) and (MA2320 or MA2321 or MA2330) and (MA3520 or MA3521 or MA3530 or MA3560)
EE,3172,Fundamentals of Computer Organization,3.0,"Fall, Spring",EE2174 and CS1142
EE,3174,Introduction to Microcontrollers and Embedded Systems,4.0,"Fall, Spring",EE2174 and (CS1111 or CS1142 or CS1121 or CS1131)
EE,3180,Introduction to Probability and Random Signal Analysis,3.0,"Fall, Spring, Summer",EE3160
EE,3190,Optical Sensing and Imaging,3.0,Fall,MA3520 or MA3521 or MA3530 or MA3560
EE,3261,Control Systems,3.0,"Fall, Spring",EE3160
EE,3280,Robot Operating Systems,3.0,Fall,EE2180 and SAT2711
EE,3290,"Photonic Material, Devices, and Applications",4.0,Spring,EE3140 or PH2400 or EE2190
EE,3373,Introduction to Programmable Controllers,3.0,"Fall, Summer",EE2112 or EE3010
EE,3901,Design Fundamentals,2.0,"Fall, Spring",EE2112 or (EE2180 and EE3010) and UN1015
EE,4000,Undergraduate Research,var,"Fall, Spring, Summer",
EE,4173,Computer System Engineering and Performance,3.0,"Fall, Spring",EE3173
EE,4219,Introduction to Electric Machinery and Drives,3.0,Spring,(EE2112 or EE3010) and EE3120
EE,4220,Introduction to Electric Machinery and Drives Laboratory,1.0,Spring,EE4219(C)
EE,4221,Power System Analysis 1,3.0,Fall,EE3120 and (EE2112 or EE3010)
EE,4222,Power System Analysis 2,3.0,Spring,EE4221
EE,4226,Power Engineering Laboratory,1.0,"Spring, Summer",EE4221 and EE4222(C)
EE,4227,Power Electronics,3.0,"Fall, Summer",EE3120 and (EE3130(C) or EE3131)
EE,4228,Power Electronics Lab,1.0,Fall,EE4227(C)
EE,4231,Physical Electronics,3.0,"Fall, Spring",EE3130 or EE3131
EE,4232,Electronic Applications,3.0,"Fall, Spring",EE3130 or EE3131
EE,4235,Sensing and Processing in Robotic Applications,3.0,Fall,EE2180 and (ENG1101 or ENG1101T)
EE,4240,Introduction to MEMS,4.0,Fall,
EE,4250,Modern Communication Systems,3.0,"Fall, Spring, Summer",EE3160 and EE3131 and EE3180
EE,4252,Digital Signal Processing and its Applications,4.0,Fall,EE3160
EE,4253,Real Time Signal Processing,3.0,Spring,EE4252
EE,4262,Digital and Non-linear Control,3.0,Spring,EE3261
EE,4271,VLSI Design,4.0,Fall,EE3131 and EE2174
EE,4272,Computer Networks,3.0,"Fall, Spring, Summer",CS3411
EE,4295,Introduction to Propulsion Systems for Hybrid Electric Vehicles,3.0,Fall,MEEM2700 or ME2700 or EE2112 or Graduate Status >= 1
EE,4296,Experimental Studies in Vehicle Electrification,3.0,"Fall, Spring",
EE,4370,Internet of Things Applications and Design,3.0,"Fall, in odd years",EE4272
EE,4375,Autonomous Vehicle Design,4.0,Spring,(EE3261 or MEEM3750) and EE3280
EE,4411,Engineering Electromagnetics,3.0,Fall,EE3140
EE,4490,Laser Systems and Applications,4.0,Fall,EE3140
EE,4723,Network Security,3.0,Spring,EE4272 or CS4461 or SAT4812
EE,4737,Embedded System Interfacing,4.0,"Spring, Summer",(CS1111 or CS1142) and (EE3171 or EE3173)
EE,4777,Distributed Additive Manufacturing Using Open-Source 3-D Printing,3.0,"Fall, Summer",
EE,4800,Special Topics in Electrical and Computer Engineering,var,On Demand,
EE,4805,Electrical Engineering Project,var,"Fall, Spring, Summer",
EE,4901,EE Design Project 1,2.0,Fall,(EE3131 or (EE3280 and EE3261(C))) and EE3901 and (EE3171(C) or EE3173(C))
EE,4910,EE Design Project 2,2.0,Spring,EE4901
EET,1121,Circuits I,3.0,"Fall, Spring",MA1031 or MA1032 or MA1120 or MA1121(C) or MA1160(C) or MA1161(C) or MA1135(C)
EET,1122,Circuits I Lab,1.0,"Fall, Spring",MA1031 or MA1032 or MA1120 or MA1121(C) or MA1160(C) or MA1161(C) or MA1135(C)
EET,1411,Basic Electronics,3.0,Spring,MA1031 or MA1032 or MA1120 or MA1160(C) or MA1161(C) or MA1135(C) or MA1121(C)
EET,2121,Circuits II,3.0,Fall,(EET1121 and EET1122) and (MA1160 or MA1161)
EET,2122,Circuits II Lab,1.0,Fall,(EET1121 and EET1122) and (MA1160 or MA1161)
EET,2142,Digital Design and Modeling,3.0,Spring,EET2411
EET,2150,Applied Mathematics for Engineering Technology,3.0,Spring,MA2160(C) and EET1121
EET,2233,Electrical Machinery,4.0,Fall,EET1121 and EET1122
EET,2411,Digital Electronics,3.0,Fall,EET1411 and (MA1031(C) or MA1032(C) or MA1120(C) or MA1160(C) or MA1161(C) or MA1135(C) or MA1121(C))
EET,3131,Sensors and Instrumentation,3.0,Spring,EET1411 or EET2121 or PH2230 or EE2111 or EE3010
EET,3144,Introduction to Industrial Robotics,3.0,"Fall, Summer",
EET,3225,Analog Electronic Circuits,4.0,Fall,EET2121
EET,3281,Electrical Project Development and Troubleshooting,3.0,Spring,EET2121 and EET3225
EET,3373,Introduction to Programmable Controllers,3.0,"Fall, Summer",EET1411 or EET2121 or PH2230 or EE2112 or EE3010 or EET2411 or EE2174
EET,4144,Real-Time Robotics Systems,4.0,Fall,EET1411 or EET2121 or PH2230 or EE2111 or EE3010
EET,4147,Industrial Robotic Vision Systems and Advanced Teach Pendant Programming,4.0,"Spring, Summer",EET4144
EET,4233,Power Electronics and Drive,3.0,Spring,EET2233 and EET3225
EET,4253,Data Acquisition and Signal Processing,3.0,Fall,EET3131
EET,4311,Control Systems,3.0,"Fall, Summer",MET2110 and MET2130 and EET2150
EET,4373,Advanced Programmable Controllers,4.0,Spring,EET3373 or EE3373
EET,4460,Senior Project I,3.0,"Fall, Spring",EET3131
EET,4480,Senior Project II,3.0,"Fall, Spring",EET4460
EET,4501,Applied Machine Learning,3.0,Spring,SAT4310 or SAT4650 or CS1121
EET,4707,Autonomous Systems,3.0,"Fall, Spring",(EET4311 or EET5311 or MET4801 or MET5801) and (CS1111 or CS1121 or CS1131 or SAT4310 or SAT4650)
EET,4996,Special Topics in Electrical Engineering Technology,var,On Demand,
EET,4997,Independent Study in Electrical Engineering Technology,var,On Demand,
EET,4998,Undergraduate Research in Electrical Engineering Technology,var,On Demand,
EET,4999,Professional Practice in Electrical Engineering Technology,1.0,"Fall, Spring",
ENG,1002,Introduction to 3-D Spatial Visualization,1.0,"Fall, Spring",
ENG,1101,Engineering Analysis and Problem Solving,3.0,"Fall, Spring, Summer",(MA1031(C) or MA1032(C) or MA1120(C) or MA1160(C) or MA1161(C) or MA1121(C) or MA2160(C) or MA3160(C))
ENG,1101T,Transfer Non-Seminar,3.0,On Demand,
ENG,1102,Engineering Modeling and Design,3.0,"Fall, Spring, Summer",(MA1031 or MA1032 or MA1120 or MA1160(C) or MA1161(C) or MA1121(C) or MA2160(C) or MA3160(C)) and (ENG1101 or ENG1101T or (ENG1001 and ENG1100)) and (Spatial Visualization Score >= 19 or ENG1002)
ENG,1505,Introduction to Systems Engineering,1.0,Spring,
ENG,1885,Discover Engineering Careers,1.0,Spring,
ENG,1990,Special Topics in Engineering,var,On Demand,
ENG,2060,Facilitating Group Learning,1.0,"Fall, Spring",UN1015
ENG,2120,Statics-Strength of Materials,4.0,"Fall, Spring",MA2160 and PH2100 and (ENG1101 or CS1111 or CS1121 or CS1131)
ENG,2505,Introduction to Low Fidelity Systems Modeling,3.0,Spring,ENG1505 and (MA1030 or MA1031 or MA1032 or MA1160 or MA1161 or MA1135 or MA2160(C)) and (ENG1001 or ENG1101 or CS1121 or CS1131 or MIS2100 or ENG1101T)
ENG,2990,Special Topics in Engineering,var,On Demand,
ENG,3060,Developing Mentoring Skills,1.0,On Demand,
ENG,3505,Practicum in Systems Thinking and Systems Modeling,1.0,Fall,ENG1505 and ENG2505
ENG,3525,Design for Sustainability,3.0,Spring,ENG2120 or MEEM2110 or MET2110 or BE3300
ENG,3830,Engineering Professional Practice,1.0,On Demand,ENG1101 or ENG1101T or (ENG1001 and ENG1100) and ENG1102 and ENG2120 or (MEEM2110 and MEEM2150) and (ENG3200 or CEE3200) or (MEEM2201 and MEEM3201) and (EE3010 or EE2112) and (CEE3101 or CS1121 or ENG2505 or GE2300 or MSE2100) and (CEE3332 or GE3880 or MEEM3600)
ENG,3990,Special Topics in Engineering,var,On Demand,
ENG,4060,Leadership in Group Environments,1.0,On Demand,
ENG,4070,Peer Mentoring Practicum,3.0,On Demand,ENG3060
ENG,4300,Project Management,3.0,"Fall, Spring, Summer",BUS2100 or CEE3710 or MA2720 or MA3710 or EE3180 or BE2110 or MA2710 or PSY2720
ENG,4505,"Systems Analysis, Modeling, and Design",3.0,Fall,ENG2505 and ENG3505(C)
ENG,4515,Introduction to Sustainability and Resilience,3.0,Fall,
ENG,4525,Systems Analysis for Sustainability and Resilience,3.0,Spring,
ENG,4900,Multidisciplinary Senior Design Project I,var,On Demand,
ENG,4905,Senior Engineering Design Project,3.0,On Demand,ENG2120 or (MEEM2110 and MEEM2150) and (ENG3200 or CEE3200) or (MEEM2201 and MEEM3201) and (EE3010 or EE2112) and (CEE3101 or CS1121 or ENG2505 or GE2300 or MSE2100) and (CEE3332 or GE3850 or MEEM3600 and ENG3830(C) or (ENG3505 and ENG4505))
ENG,4910,Multidisciplinary Senior Design Project II,var,On Demand,ENG4900
ENG,4990,Special Topics in Engineering,var,On Demand,
ENT,1900,Enterprise Explorations,1.0,Fall,
ENT,1960,Enterprise Orientation-Spring,1.0,"Fall, Spring, Summer",
ENT,2950,Enterprise Project Work I,1.0,"Fall, Spring, Summer",
ENT,2960,Enterprise Project Work II,1.0,"Fall, Spring, Summer",
ENT,2961,Teaming in the Enterprise,2.0,Fall,
ENT,2962,Communication Contexts,1.0,"Fall, Spring, Summer",
ENT,3950,Enterprise Project Work III,1.0,"Fall, Spring, Summer",
ENT,3953,"Ignite: Ideate, Innovate, Create!",1.0,"Fall, Spring",
ENT,3954,Enterprise Market Principles,1.0,"Fall, Spring",
ENT,3956,Industrial Health and Safety,1.0,Fall,
ENT,3958,Ethics in Engineering Design and Implementation,1.0,"Fall, Spring",ENG1101 or ENG1101T
ENT,3959,Fundamentals of Six Sigma I,1.0,Fall,
ENT,3960,Enterprise Project Work IV,1.0,"Fall, Spring, Summer",
ENT,3961,Building and Leading Teams,1.0,"Fall, Spring",
ENT,3963,"Deliver: Explore, Develop, Execute!",1.0,Spring,
ENT,3964,Fundamentals of Project Management,1.0,Spring,
ENT,3965,Automotive Engineering,1.0,"Fall, Spring",
ENT,3966,Design for Manufacturing,1.0,"Fall, Spring",ENG1102
ENT,3967,Design for Six Sigma,1.0,Spring,
ENT,3970,Enterprise Special Topics,1.0,"Fall, Spring, Summer",
ENT,3971,Seven Habits of Highly Effective People,1.0,Spring,
ENT,3979,Alternative Energy Technologies and Processes,1.0,Fall,
ENT,3980,Pre-Capstone Enterprise Project Work,1.0,"Fall, Spring, Summer",ENT3950 and ENT3960
ENT,3981,LabVIEW Basics,1.0,"Fall, Spring",
ENT,3982,Continuous Improvement Using Lean Principles,1.0,Fall,
ENT,3983,The Culture of Continuous Improvement,1.0,Spring,
ENT,4900,Senior Enterprise Project Work V Non-Capstone,2.0,"Fall, Spring, Summer",
ENT,4910,Senior Enterprise Project Work VI Non-Capstone,2.0,"Fall, Spring, Summer",
ENT,4950,Enterprise Project Work V Capstone,2.0,"Fall, Spring, Summer",(BE3350 and BE3700 and BE3800 and BE4900 and ENT3950 and ENT3960) or (CEE3620 or CEE3810) or CM4855(C) or (CS3712 or CS4711 or CS4760) or (ENT3960 and EE3131) or (EE3280 and EE3261(C)) and EE3910 and EE3174(C) or (GE3890 and GE3880) or (ENT3950 and ENT3960) and (MA3710(C) or MA2710(C) or MA2720 or MA3715) and (MEEM3750 or ME3750) and (MEEM3201 or ME3201) and (MEEM3901 or ME3901) and (MEEM3911 or ME3911) and EE3010(C) and (MEEM3400 or ME3400) and (MEEM3600 or ME3601(C)) or MSE3190 or (CMG3250 and CMG4120(C) and CMG4210 and CMG3200) or (EET3281 and EET4253(C)) or SAT3812(C) or SU4100(C) or ENG3505(C) or (ENT3950 and ENT3960) or (MET4200 and MET3500(C) and MET3451(C)) or MET4210
